,index,genres,id,keywords,original_title,release_date,revenue,status,title,cast,director
112,113,'Adventure Fantasy Family Mystery',675,'prophecy witch loss of lover magic cutting the cord','Harry Potter and the Order of the Phoenix',2007-06-28,938212738,Released,'Harry Potter and the Order of the Phoenix','Daniel Radcliffe Rupert Grint Emma Watson Michael Gambon Ralph Fiennes','David Yates'
113,114,'Adventure Fantasy Family',674,'magic dying and death broom sorcerer\'s apprentice school of witchcraft','Harry Potter and the Goblet of Fire',2005-11-05,895921036,Released,'Harry Potter and the Goblet of Fire','Daniel Radcliffe Rupert Grint Emma Watson Ralph Fiennes Michael Gambon','Mike Newell'
114,115,'Fantasy Action',8960,'flying alcohol love of one\'s life forbidden love lovers',Hancock,2008-07-01,624029371,Released,Hancock,'Will Smith Charlize Theron Jason Bateman Jae Head Eddie Marsan','Peter Berg'
115,116,'Drama Horror Action Thriller Science Fiction',6479,'saving the world lost civilisation post-apocalyptic dystopia matter of life and death','I Am Legend',2007-12-14,585349010,Released,'I Am Legend','Will Smith Alice Braga Charlie Tahan Salli Richardson-Whitfield Willow Smith','Francis Lawrence'
116,117,'Adventure Comedy Family Fantasy',118,'london england father son relationship chocolate factory worker based on novel','Charlie and the Chocolate Factory',2005-07-13,474968763,Released,'Charlie and the Chocolate Factory','Johnny Depp Freddie Highmore David Kelly AnnaSophia Robb Julia Winter','Tim Burton'
117,118,'Animation Comedy Family Fantasy',2062,'paris brother brother relationship expensive restaurant river cook',Ratatouille,2007-06-22,623722818,Released,Ratatouille,'Patton Oswalt Ian Holm Lou Romano Brian Dennehy Peter Sohn','Jan Pinkava'
118,119,'Action Crime Drama',272,'himalaya martial arts dc comics crime fighter secret identity','Batman Begins',2005-06-10,374218673,Released,'Batman Begins','Christian Bale Michael Caine Liam Neeson Katie Holmes Gary Oldman','Christopher Nolan'
119,120,'Family Animation',10527,'africa jealousy dance hunger lion','Madagascar: Escape 2 Africa',2008-10-30,603900354,Released,'Madagascar: Escape 2 Africa','Ben Stiller Jada Pinkett Smith David Schwimmer Chris Rock Cedric the Entertainer','Eric Darnell'
120,121,'Adventure Fantasy Action Comedy Family',18360,'museum theodore roosevelt duringcreditsstinger amelia earhart smithsonian','Night at the Museum: Battle of the Smithsonian',2009-05-20,413106170,Released,'Night at the Museum: Battle of the Smithsonian','Ben Stiller Amy Adams Owen Wilson Hank Azaria Robin Williams','Shawn Levy'
121,122,'Adventure Action Thriller Science Fiction',2080,'corruption mutant boxer army marvel comic','X-Men Origins: Wolverine',2009-04-28,373062864,Released,'X-Men Origins: Wolverine','Hugh Jackman Liev Schreiber Danny Huston Lynn Collins Ryan Reynolds','Gavin Hood'
122,123,'Adventure Action Thriller Science Fiction',605,'saving the world artificial intelligence man vs machine flying philosophy','The Matrix Revolutions',2003-11-05,424988211,Released,'The Matrix Revolutions','Keanu Reeves Laurence Fishburne Carrie-Anne Moss Hugo Weaving Mary Alice','Lilly Wachowski'
123,124,'Animation Adventure Family',109445,'queen musical princess betrayal snowman',Frozen,2013-11-27,1274219009,Released,Frozen,'Kristen Bell Idina Menzel Jonathan Groff Josh Gad Santino Fontana','Chris Buck'
124,125,'Adventure Action Thriller Science Fiction',604,'saving the world artificial intelligence man vs machine martial arts kung fu','The Matrix Reloaded',2003-05-15,738599701,Released,'The Matrix Reloaded','Keanu Reeves Carrie-Anne Moss Laurence Fishburne Hugo Weaving Helmut Bakaitis','Lilly Wachowski'
125,126,'Action Adventure Fantasy',76338,'marvel comic superhero based on comic book hostile takeover norse mythology','Thor: The Dark World',2013-10-29,644571402,Released,'Thor: The Dark World','Chris Hemsworth Natalie Portman Tom Hiddleston Anthony Hopkins Christopher Eccleston','Alan Taylor'
126,127,'Action Adventure Science Fiction Thriller',76341,'future chase post-apocalyptic dystopia australia','Mad Max: Fury Road',2015-05-13,378858340,Released,'Mad Max: Fury Road','Tom Hardy Charlize Theron Nicholas Hoult Hugh Keays-Byrne Josh Helman','George Miller'
127,128,'Thriller Mystery',13448,'rome vatican based on novel symbolism christian','Angels & Demons',2009-05-13,356613439,Released,'Angels & Demons','Tom Hanks Ewan McGregor Ayelet Zurer Stellan Skarsg\\u00e5rd Pierfrancesco Favino','Ron Howard'
128,129,'Adventure Fantasy Action',10195,'new mexico banishment shield marvel comic hammer',Thor,2011-04-21,449326618,Released,Thor,'Chris Hemsworth Natalie Portman Tom Hiddleston Anthony Hopkins Stellan Skarsg\\u00e5rd','Kenneth Branagh'
129,130,'Animation Family Adventure Comedy',13053,'hamster kids and family animal cat vs dog duringcreditsstinger',Bolt,2008-11-21,309979994,Released,Bolt,'John Travolta Miley Cyrus Susie Essman Mark Walton Malcolm McDowell','Chris Williams'
130,131,'Fantasy Action Adventure Family Comedy',19585,'dyr duringcreditsstinger',G-Force,2009-07-21,292817841,Released,G-Force,'Sam Rockwell Pen\\u00e9lope Cruz Tracy Morgan Jon Favreau Steve Buscemi','Hoyt Yeatman'
131,132,Adventure,57165,'underworld hades mythology greek mythology zeus','Wrath of the Titans',2012-03-27,301000000,Released,'Wrath of the Titans','Sam Worthington Liam Neeson Ralph Fiennes Edgar Ram\\u00edrez Toby Kebbell','Jonathan Liebesman'
132,133,'Comedy Fantasy',62213,'witch imprisonment vampire curse fish out of water','Dark Shadows',2012-05-08,245527149,Released,'Dark Shadows','Johnny Depp Michelle Pfeiffer Helena Bonham Carter Jackie Earle Haley Jonny Lee Miller','Tim Burton'
133,134,'Action Adventure Thriller',177677,'london england spy austria villain sequel','Mission: Impossible - Rogue Nation',2015-07-23,682330139,Released,'Mission: Impossible - Rogue Nation','Tom Cruise Rebecca Ferguson Simon Pegg Jeremy Renner Ving Rhames','Christopher McQuarrie'
134,135,'Drama Horror Thriller',7978,'father son relationship victorian england remake rural setting werewolf','The Wolfman',2010-02-11,0,Released,'The Wolfman','Benicio del Toro Anthony Hopkins Emily Blunt Hugo Weaving Cristina Contes','Joe Johnston'
135,136,'Family Animation Adventure Comedy',5559,'factory worker tennis flower florist flower shop','Bee Movie',2007-10-28,287594577,Released,'Bee Movie','Jerry Seinfeld Ren\\u00e9e Zellweger Jim Cummings Matthew Broderick Patrick Warburton','Steve Hickner'
136,137,'Animation Family',49444,'martial arts hope fleet panda mission','Kung Fu Panda 2',2011-05-25,665692281,Released,'Kung Fu Panda 2','Jack Black Angelina Jolie Dustin Hoffman Gary Oldman Jackie Chan','Jennifer Yuh Nelson'
137,138,'Action Adventure Family Fantasy',10196,'fire ice war ship prince kingdom','The Last Airbender',2010-06-30,318502923,Released,'The Last Airbender','Noah Ringer Nicola Peltz Jackson Rathbone Dev Patel Shaun Toub','M. Night Shyamalan'
138,139,'Adventure Action Thriller',956,'berlin cia vatican white house secret identity','Mission: Impossible III',2006-05-03,397850012,Released,'Mission: Impossible III','Tom Cruise Philip Seymour Hoffman Ving Rhames Billy Crudup Jonathan Rhys Meyers','J.J. Abrams'
139,140,'Action Drama Thriller',117251,'usa president conspiracy secret service the white house','White House Down',2013-06-27,205366737,Released,'White House Down','Channing Tatum Jamie Foxx Joey King Maggie Gyllenhaal Richard Jenkins','Roland Emmerich'
140,141,'Adventure Animation Family',50321,'boy alien rescue martian alien abduction','Mars Needs Moms',2011-03-09,38992758,Released,'Mars Needs Moms','Seth Green Joan Cusack Dan Fogler Breckin Meyer Elisabeth Harnois','Simon Wells'
141,142,'Adventure Animation Comedy Family',11619,'london england underworld return ship frog','Flushed Away',2006-10-22,64459316,Released,'Flushed Away','Hugh Jackman Kate Winslet Ian McKellen Jean Reno Bill Nighy','David Bowers'
142,143,'Adventure Family Fantasy',266647,'flying magic fairy tale peter pan mermaid',Pan,2015-09-24,128388320,Released,Pan,'Levi Miller Garrett Hedlund Hugh Jackman Rooney Mara Amanda Seyfried','Joe Wright'
143,144,'Animation Adventure Family',82703,'father son relationship egypt intelligence adoption time travel','Mr. Peabody & Sherman',2014-02-07,272912430,Released,'Mr. Peabody & Sherman','Ty Burrell Max Charles Ariel Winter Allison Janney Ellie Kemper','Rob Minkoff'
144,145,'Adventure Drama War',652,'brother brother relationship adultery mythology beauty trojan war',Troy,2004-05-13,497409852,Released,Troy,'Brad Pitt Orlando Bloom Eric Bana Brian Cox Sean Bean','Wolfgang Petersen'
145,146,'Animation Family',80321,'madagascar 3d','Madagascar 3: Europe\'s Most Wanted',2012-06-06,746921274,Released,'Madagascar 3: Europe\'s Most Wanted','Ben Stiller Sacha Baron Cohen David Schwimmer Frances McDormand Chris Rock','Conrad Vernon'
146,147,'Adventure Action Thriller',36669,'laser british secret service secret service agent space based weapon','Die Another Day',2002-11-17,431971116,Released,'Die Another Day','Pierce Brosnan Halle Berry Rosamund Pike Rick Yune Toby Stephens','Lee Tamahori'
147,148,'Action Fantasy Comedy',43074,'female friendship ghost hunting reboot ghost',Ghostbusters,2016-07-14,229147509,Released,Ghostbusters,'Melissa McCarthy Kristen Wiig Kate McKinnon Leslie Jones Chris Hemsworth','Paul Feig'
148,149,'Action Thriller Science Fiction Adventure',95,'saving the world paris moon cataclysm asteroid',Armageddon,1998-07-01,553799566,Released,Armageddon,'Bruce Willis Billy Bob Thornton Ben Affleck Liv Tyler Will Patton','Michael Bay'
149,150,'Action Adventure Comedy Science Fiction',608,'saving the world secret identity sun glasses undercover space marine','Men in Black II',2002-07-03,441818803,Released,'Men in Black II','Tommy Lee Jones Will Smith Rip Torn Lara Flynn Boyle Johnny Knoxville','Barry Sonnenfeld'
150,151,'Adventure Action Animation',2310,'denmark nordic mythology lie pride and vanity folk hero',Beowulf,2007-11-05,195735876,Released,Beowulf,'Ray Winstone Angelina Jolie Anthony Hopkins Robin Wright John Malkovich','Robert Zemeckis'
151,152,'Action Adventure Animation Comedy Family',140300,'china martial arts kung fu village panda','Kung Fu Panda 3',2016-01-23,521170825,Released,'Kung Fu Panda 3','Jack Black Bryan Cranston Dustin Hoffman Angelina Jolie J.K. Simmons','Jennifer Yuh Nelson'
152,153,'Action Thriller Adventure',56292,'fight sequel mission explosion broken arm','Mission: Impossible - Ghost Protocol',2011-12-07,694713380,Released,'Mission: Impossible - Ghost Protocol','Tom Cruise Jeremy Renner Simon Pegg Paula Patton Anil Kapoor','Brad Bird'
153,154,'Fantasy Animation Family',81188,'dream santa claus nightmare easter bunny tooth fairy','Rise of the Guardians',2012-11-21,306941670,Released,'Rise of the Guardians','Chris Pine Alec Baldwin Jude Law Isla Fisher Hugh Jackman','Peter Ramsey'
154,155,Comedy,7552,'based on novel desperation robber hold-up robbery remake','Fun with Dick and Jane',2005-12-21,202026112,Released,'Fun with Dick and Jane','Jim Carrey T\\u00e9a Leoni Alec Baldwin Richard Jenkins Angie Harmon','Dean Parisot'
155,156,'Drama Action War History',616,'japan war crimes sense of guilt swordplay general','The Last Samurai',2003-12-05,456758981,Released,'The Last Samurai','Tom Cruise Ken Watanabe William Atherton Chad Lindberg Billy Connolly','Edward Zwick'
156,157,'Adventure Drama Action',147441,'moses bible ancient egypt 3d ramses','Exodus: Gods and Kings',2014-12-03,268031828,Released,'Exodus: Gods and Kings','Christian Bale Joel Edgerton John Turturro Aaron Paul Ben Mendelsohn','Ridley Scott'
157,158,'Science Fiction Action Adventure',13475,'spacecraft teleportation space mission parachute time travel','Star Trek',2009-05-06,385680446,Released,'Star Trek','Chris Pine Zachary Quinto Leonard Nimoy Eric Bana Bruce Greenwood','J.J. Abrams'
158,159,'Fantasy Action',557,'loss of lover spider thanksgiving bad boss hostility',Spider-Man,2002-05-01,821708551,Released,Spider-Man,'Tobey Maguire Willem Dafoe Kirsten Dunst James Franco Cliff Robertson','Sam Raimi'
159,160,'Fantasy Action Adventure Animation Comedy',82702,'father son relationship wife husband relationship sacrifice viking sequel','How to Train Your Dragon 2',2014-06-12,609123048,Released,'How to Train Your Dragon 2','Jay Baruchel Gerard Butler Kristen Wiig Jonah Hill Cate Blanchett','Dean DeBlois'
160,161,Fantasy,205584,'egypt underworld fight mythology nile','Gods of Egypt',2016-02-25,150680864,Released,'Gods of Egypt','Brenton Thwaites Nikolaj Coster-Waldau Gerard Butler Courtney Eaton Elodie Yung','Alex Proyas'
161,162,Action,10048,'artificial intelligence u.s. navy aftercreditsstinger',Stealth,2005-07-28,76932943,Released,Stealth,'Josh Lucas Jessica Biel Jamie Foxx Sam Shepard Richard Roxburgh','Rob Cohen'
162,163,'Action Mystery Science Fiction',13183,'dc comics secret identity mass murder retirement based on comic book',Watchmen,2009-03-05,185258983,Released,Watchmen,'Malin \\u00c5kerman Billy Crudup Carla Gugino Jeffrey Dean Morgan Patrick Wilson','Zack Snyder'
163,164,'Action Adventure Comedy Crime Thriller',944,'lapd house on fire revolver','Lethal Weapon 4',1998-07-10,285444603,Released,'Lethal Weapon 4','Mel Gibson Danny Glover Joe Pesci Rene Russo Jet Li','Richard Donner'
164,165,'Drama Action Science Fiction',1927,'california san francisco monster general gun',Hulk,2003-06-19,245360480,Released,Hulk,'Eric Bana Jennifer Connelly Sam Elliott Josh Lucas Nick Nolte','Ang Lee'
165,166,'Adventure Action Science Fiction Thriller',72559,'terror assassin secret technology missile','G.I. Joe: Retaliation',2013-03-26,371876278,Released,'G.I. Joe: Retaliation','Dwayne Johnson D.J. Cotrona Adrianne Palicki Bruce Willis Ray Park','Jon M. Chu'
166,167,'Action Adventure Comedy Drama Mystery',7364,'tyrant ironclad ship',Sahara,2005-04-06,119269486,Released,Sahara,'Matthew McConaughey Pen\\u00e9lope Cruz Steve Zahn William H. Macy Lennie James','Breck Eisner'
167,168,'Adventure Action Animation Fantasy Science Fiction',2114,'battle assignment dystopia alien downfall scientist','Final Fantasy: The Spirits Within',2001-07-02,85131830,Released,'Final Fantasy: The Spirits Within','Donald Sutherland Ming-Na Wen Alec Baldwin Ving Rhames Steve Buscemi','Hironobu Sakaguchi'
168,169,'Action Adventure Science Fiction',1771,'new york usa world war ii nazis marvel comic','Captain America: The First Avenger',2011-07-22,370569774,Released,'Captain America: The First Avenger','Chris Evans Hugo Weaving Tommy Lee Jones Hayley Atwell Sebastian Stan','Joe Johnston'
169,170,'Adventure Action Thriller',36643,'british mission oil heiress bilbao spain','The World Is Not Enough',1999-11-08,361832400,Released,'The World Is Not Enough','Pierce Brosnan Sophie Marceau Robert Carlyle Denise Richards Robbie Coltrane','Michael Apted'
170,171,Adventure,8619,'naturalist frigate self surgery sea battle weevil','Master and Commander: The Far Side of the World',2003-11-14,212011111,Released,'Master and Commander: The Far Side of the World','Russell Crowe Paul Bettany James D\'Arcy Billy Boyd Joseph Morgan','Peter Weir'
171,172,'Adventure Fantasy Drama Romance',50620,'vampire romance villainess super strength imprinting','The Twilight Saga: Breaking Dawn - Part 2',2012-11-13,829000000,Released,'The Twilight Saga: Breaking Dawn - Part 2','Kristen Stewart Robert Pattinson Taylor Lautner Peter Facinelli Elizabeth Reaser','Bill Condon'
172,173,'Animation Comedy Family',65759,'penguin musical aftercreditsstinger 3d','Happy Feet Two',2011-11-17,150406466,Released,'Happy Feet Two','Elijah Wood Robin Williams Pink E.G. Daily Johnny A. Sanchez','George Miller'
173,174,'Science Fiction Action Adventure',1724,'new york rio de janeiro marvel comic superhero based on comic book','The Incredible Hulk',2008-06-12,163712074,Released,'The Incredible Hulk','Edward Norton Liv Tyler Tim Roth William Hurt Tim Blake Nelson','Louis Leterrier'
174,175,'Adventure Family Fantasy',267935,'london england england based on novel queen little girl','The BFG',2016-06-01,183345589,Released,'The BFG','Ruby Barnhill Mark Rylance Rebecca Hall Jemaine Clement Bill Hader','Steven Spielberg'
175,176,'Western Drama Adventure Thriller',281957,'father son relationship rape based on novel mountains winter','The Revenant',2015-12-25,532950503,Released,'The Revenant','Leonardo DiCaprio Tom Hardy Will Poulter Domhnall Gleeson Paul Anderson','Alejandro Gonz\\u00e1lez I\\u00f1\\u00e1rritu'
